date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,acq_date,fire_count_all_india,z_score_pm25,is_anomaly_pm25,iforest_score,iforest_label
2016-03-21,Delhi,3.8,487.1,130.5,88.3,48.5,39.7,2.05,40.1,182.6,1.14,16.85,5.59,280.6,Severe,,0.0,-1.7560220632319932,False,-0.0917984105454735,False
2016-03-22,Delhi,223.4,552.9,18.8,147.2,137.9,19.2,1.93,85.4,153.5,11.35,21.83,6.92,136.8,Very Poor,,0.0,-0.20799566243137543,False,-0.06605589522282629,False
2016-03-23,Delhi,338.7,581.4,84.6,121.8,132.9,42.9,9.57,90.9,65.3,3.7,2.68,2.51,20.7,Severe,,0.0,0.6047886909944497,False,-0.031341428536035276,False
2016-03-24,Delhi,450.7,86.4,157.4,19.8,210.4,15.8,5.92,68.3,32.4,10.87,10.29,1.63,177.9,Good,,0.0,1.3943103526049652,False,-0.09226087495230267,False
2016-03-25,Delhi,467.8,355.3,18.7,48.6,212.9,7.7,1.45,26.8,171.1,11.54,24.98,2.28,138.5,Severe,,0.0,1.5148533920115708,False,-0.10356679840542787,False
2016-03-26,Delhi,337.6,82.2,11.1,66.9,206.2,45.8,7.56,63.3,35.0,18.43,18.5,0.12,441.3,Good,,0.0,0.5970344603893466,False,-0.10782965035067338,False
2016-03-27,Delhi,39.6,292.1,81.8,143.9,97.8,22.9,8.45,73.3,57.3,17.34,28.61,5.18,404.1,Moderate,,0.0,-1.5036571035386321,False,-0.0656758271824871,False
2016-03-28,Delhi,19.7,564.3,80.4,108.6,106.3,10.4,8.42,4.1,56.6,4.49,1.84,7.53,301.2,Satisfactory,,0.0,-1.6439381844855006,False,-0.045433238703615375,False
2016-03-29,Delhi,361.4,402.9,33.6,71.5,85.8,48.1,4.14,31.5,130.0,10.66,15.85,4.82,377.5,Good,,0.0,0.7648078134815809,False,-0.1363479578927227,False
2016-03-30,Delhi,91.5,316.5,102.8,146.0,21.1,37.9,8.01,35.4,98.3,3.35,18.41,5.13,58.5,Good,,0.0,-1.1377984049887593,False,-0.07693168374431936,False
2016-03-31,Delhi,473.5,176.9,40.4,37.5,58.4,39.0,4.13,94.0,189.3,15.7,19.13,9.8,145.6,Poor,,0.0,1.555034405147106,False,-0.06429793916326554,False
2016-04-01,Delhi,410.4,296.4,186.5,105.7,237.8,46.5,5.58,17.4,68.0,2.92,11.56,4.82,347.0,Satisfactory,,0.0,1.1102235404361813,False,-0.12474952500441455,False
2016-04-02,Delhi,182.1,269.3,87.2,66.4,161.0,15.8,4.22,6.8,186.1,0.7,26.05,8.52,391.4,Poor,,0.0,-0.4991317751502531,False,-0.08890811230412399,False
2016-04-03,Delhi,151.7,490.0,60.5,93.3,75.6,33.4,2.75,46.3,95.2,6.09,19.8,1.25,365.2,Very Poor,,0.0,-0.7134305118731074,False,-0.12634553191004239,False
2016-04-04,Delhi,490.2,147.7,28.1,102.7,241.2,6.0,1.14,56.9,44.6,8.51,16.19,7.58,19.4,Moderate,,0.0,1.6727577243336738,False,-0.06029797414736493,False
2016-04-05,Delhi,178.6,464.0,69.2,21.1,41.2,45.4,5.81,45.0,77.2,5.81,6.43,7.99,140.9,Moderate,,0.0,-0.5238043270755817,False,-0.11683661892012054,False
2016-04-06,Delhi,415.6,487.5,16.1,38.6,235.3,16.3,4.28,77.0,13.9,9.04,1.79,1.21,133.4,Good,,0.0,1.14687990329667,False,-0.09170256541129174,False
2016-04-07,Delhi,143.9,353.8,121.7,40.9,236.4,35.9,9.41,60.5,69.5,8.35,14.07,8.42,85.0,Poor,,0.0,-0.7684150561638395,False,-0.09750295762765471,False
2016-04-08,Delhi,418.6,509.5,28.9,103.7,202.7,37.6,7.39,78.5,68.1,19.8,8.32,3.17,326.7,Severe,,0.0,1.1680278049469515,False,-0.1028833620207027,False
2016-04-09,Delhi,152.9,563.1,75.2,8.8,66.8,20.5,6.12,83.6,98.9,11.97,27.87,2.41,140.3,Very Poor,,0.0,-0.7049713512129945,False,-0.08373106930273833,False
2016-04-10,Delhi,252.9,169.6,140.1,97.8,83.7,2.9,2.64,72.4,79.7,16.6,22.64,6.08,78.5,Very Poor,,0.0,-4.129620360575332e-05,False,-0.12906141691600587,False
2016-04-11,Delhi,477.8,525.2,139.7,25.6,50.2,0.4,1.79,40.8,166.1,7.26,21.52,0.44,479.9,Poor,,0.0,1.5853463975125097,False,-0.05479232305505588,False
2016-04-12,Delhi,184.3,76.9,8.6,68.0,160.3,47.0,6.07,22.2,61.4,4.75,2.72,9.78,319.5,Very Poor,,0.0,-0.48362331394004643,False,-0.12145769630295877,False
2016-04-13,Delhi,353.0,5.2,77.4,144.4,125.2,36.0,5.68,49.6,194.4,0.38,4.62,3.82,379.6,Good,,0.0,0.7055936888607923,False,-0.0569902151490671,False
2016-04-14,Delhi,61.9,379.0,151.1,37.3,7.3,32.8,8.85,66.8,113.4,11.63,23.21,0.76,130.7,Moderate,,0.0,-1.3464577012715384,False,-0.08849394694711682,False
2016-04-15,Delhi,462.0,14.2,146.9,123.3,163.0,26.7,5.98,0.0,128.6,15.43,3.42,1.97,38.8,Very Poor,,0.0,1.4739674488210261,False,-0.04470661449473734,False
2016-04-16,Delhi,355.0,413.8,166.8,126.6,49.4,23.3,5.87,40.3,175.7,14.79,25.82,8.07,481.0,Poor,,0.0,0.7196922899609801,False,-0.0982719981642351,False
2016-04-17,Delhi,301.7,344.1,64.3,125.4,236.6,31.6,5.99,58.9,120.1,5.14,9.45,7.51,375.3,Good,,0.0,0.34396457064097585,False,-0.1355544580156387,False
2016-04-18,Delhi,273.3,588.1,108.9,55.0,189.3,44.6,1.8,88.6,64.3,6.99,1.84,1.45,41.7,Poor,,0.0,0.1437644350183096,False,-0.06790615100884334,False
2016-04-19,Delhi,130.4,237.8,108.4,3.5,34.3,44.1,8.23,80.9,113.8,18.56,11.26,6.42,72.5,Satisfactory,,0.0,-0.863580613590107,False,-0.07328162901747931,False
2016-04-20,Delhi,316.3,242.4,44.5,0.7,68.9,34.0,1.96,0.7,186.0,9.78,12.85,4.85,207.3,Severe,,0.0,0.44688435867234677,False,-0.059097699142827365,False
2016-04-21,Delhi,182.2,12.4,163.9,137.6,246.9,38.0,7.6,80.0,168.2,16.11,8.8,4.72,483.9,Moderate,,0.0,-0.4984268450952437,False,-0.05262180673980643,False
2016-04-22,Delhi,380.5,462.0,51.0,146.0,111.0,37.4,4.1,44.7,117.0,0.52,6.59,0.26,63.1,Moderate,,0.0,0.8994494539883743,False,-0.07979641038663499,False
2016-04-23,Delhi,43.2,368.4,9.5,8.5,200.4,27.2,5.3,36.3,198.3,3.96,8.86,6.92,425.7,Moderate,,0.0,-1.478279621558294,False,-0.05116673390119031,False
2016-04-24,Delhi,351.4,346.8,192.2,46.0,2.3,42.0,4.16,97.9,184.0,9.53,14.06,8.39,455.7,Moderate,,0.0,0.6943148079806419,False,-0.07023941209338536,False
2016-04-25,Delhi,260.8,575.2,132.1,57.7,249.7,44.0,4.25,83.3,126.4,12.04,29.4,1.56,78.0,Poor,,0.0,0.055648178142136,False,-0.09488156062881714,False
2016-04-26,Delhi,499.8,489.6,10.8,49.7,245.8,23.1,8.97,53.7,172.0,11.93,4.46,6.72,54.9,Poor,,0.0,1.7404310096145752,False,-0.05657814979478337,False
2016-04-27,Delhi,34.2,6.3,69.3,85.7,243.9,23.4,1.09,80.9,160.2,4.18,14.93,6.21,124.2,Satisfactory,,0.0,-1.541723326509139,False,-0.04314842854715617,False
2016-04-28,Delhi,104.8,512.0,77.2,96.2,214.3,48.9,3.83,54.6,20.4,14.38,26.58,1.82,113.6,Very Poor,,0.0,-1.0440427076725105,False,-0.09793451325485458,False
2016-04-29,Delhi,218.4,89.2,115.0,9.6,187.1,18.3,4.01,74.8,83.9,5.16,0.85,7.18,180.9,Moderate,,0.0,-0.24324216518184488,False,-0.10297923896277283,False
2016-04-30,Delhi,499.0,225.0,131.8,136.6,157.2,26.8,3.88,6.1,12.2,9.27,12.89,1.2,496.6,Good,,0.0,1.7347915691745,False,-0.028140989586489362,False
2016-05-01,Delhi,104.7,31.7,6.6,139.4,139.6,37.3,3.33,14.7,143.3,9.58,4.85,5.17,376.5,Very Poor,,0.0,-1.04474763772752,False,-0.06605462618015279,False
2016-05-02,Delhi,416.3,565.2,71.5,141.2,0.4,42.6,6.51,18.1,93.6,2.72,5.36,4.17,276.5,Severe,,0.0,1.1518144136817354,False,-0.08183902099147611,False
2016-05-03,Delhi,98.9,366.6,149.1,49.1,25.8,35.1,9.04,75.2,20.7,18.64,1.9,9.97,43.4,Satisfactory,,0.0,-1.0856335809180644,False,-0.0757231745176637,False
2016-05-04,Delhi,8.6,570.1,93.6,44.8,186.2,15.4,1.6,57.6,140.2,4.36,11.8,4.61,217.0,Very Poor,,0.0,-1.7221854205915426,False,-0.07944825411683004,False
2016-05-05,Delhi,24.5,463.0,98.5,0.6,133.1,9.9,8.54,9.8,170.2,9.9,22.2,3.22,149.9,Good,,0.0,-1.6101015418450497,False,-0.014216210926073503,False
2016-05-06,Delhi,281.4,547.4,79.5,137.7,87.4,23.1,5.71,27.6,135.5,15.1,22.57,3.47,433.3,Satisfactory,,0.0,0.20086376947406984,False,-0.09144407024505391,False
2016-05-07,Delhi,245.1,205.8,27.1,19.1,41.4,38.9,5.11,93.8,38.8,3.35,14.59,4.13,180.5,Satisfactory,,0.0,-0.05502584049433816,False,-0.09373448938247053,False
2016-05-08,Delhi,350.6,541.2,97.6,114.4,108.6,49.0,0.28,0.4,187.0,7.25,25.12,0.27,436.3,Very Poor,,0.0,0.6886753675405672,False,-0.030100148388479075,False
2016-05-09,Delhi,103.7,186.2,154.0,10.4,101.8,15.4,7.14,65.5,185.4,3.9,11.88,7.23,351.8,Very Poor,,0.0,-1.051796938277614,False,-0.07851443330586327,False
2016-05-10,Delhi,179.3,18.7,184.3,22.6,200.0,3.3,6.93,86.4,172.6,17.06,2.71,7.66,135.1,Good,,0.0,-0.5188698166905158,False,-0.07575509353944992,False
2016-05-11,Delhi,357.3,338.1,84.4,121.5,8.9,10.3,5.61,42.2,117.8,17.07,10.72,8.97,196.3,Good,,0.0,0.7359056812261962,False,-0.1356152975226259,False
2016-05-12,Delhi,102.2,509.1,135.6,116.5,96.4,5.8,7.17,95.8,140.1,14.2,5.65,5.82,191.5,Moderate,,0.0,-1.0623708891027548,False,-0.08132474322652822,False
2016-05-13,Delhi,77.8,484.6,32.8,55.7,138.6,31.2,8.81,75.0,148.3,16.73,16.61,5.13,265.8,Severe,,0.0,-1.2343738225250453,False,-0.09176629983608514,False
2016-05-14,Delhi,142.4,198.3,165.6,63.0,69.7,23.6,1.4,79.0,14.4,14.74,20.78,9.96,117.8,Very Poor,,0.0,-0.7789890069889803,False,-0.08512915341617511,False
2016-05-15,Delhi,297.9,307.1,199.7,20.0,234.4,45.9,8.61,56.8,40.3,3.3,23.19,0.37,221.9,Satisfactory,,0.0,0.317177228550619,False,-0.106041615800674,False
2016-05-16,Delhi,191.5,31.9,27.0,36.5,194.6,39.8,1.85,39.2,92.8,5.54,6.84,6.91,14.5,Severe,,0.0,-0.4328683499793705,False,-0.07105577260920704,False
2016-05-17,Delhi,192.7,217.6,100.5,149.1,56.4,10.2,5.29,62.6,136.1,10.71,9.75,7.66,175.6,Moderate,,0.0,-0.4244091893192579,False,-0.11004021054649166,False
2016-05-18,Delhi,475.9,182.9,73.6,134.6,110.4,30.9,4.44,85.8,165.6,12.43,7.75,8.87,431.7,Very Poor,,0.0,1.571952726467331,False,-0.08029432515087087,False
2016-05-19,Delhi,58.2,210.2,1.5,101.1,9.6,16.0,3.16,9.9,7.4,11.78,13.22,5.78,433.1,Good,,0.0,-1.3725401133068857,False,-0.07528971915823929,False
2016-05-20,Delhi,277.9,50.4,121.9,25.9,6.2,31.5,4.27,46.3,174.2,17.0,17.73,8.49,267.1,Poor,,0.0,0.17619121754874123,False,-0.11225683400538233,False
2016-05-21,Delhi,154.8,260.6,120.0,63.3,249.3,2.0,5.8,50.1,86.3,13.66,8.5,0.43,243.8,Good,,0.0,-0.6915776801678161,False,-0.14210997271836107,False
2016-05-22,Delhi,140.1,264.7,176.1,47.1,99.3,46.4,5.95,18.7,15.7,7.57,8.83,9.06,58.7,Poor,,0.0,-0.7952023982541964,False,-0.09517185433547148,False
2016-05-23,Delhi,50.7,512.7,179.0,74.7,99.1,21.1,9.89,74.8,3.4,14.88,4.58,7.79,478.8,Satisfactory,,0.0,-1.42540986743259,False,-0.02001076496391807,False
2016-05-24,Delhi,360.7,291.1,124.3,31.6,56.5,49.4,6.01,30.9,80.2,8.17,8.93,0.01,324.6,Severe,,0.0,0.7598733030965152,False,-0.13298208396755756,False
2016-05-25,Delhi,27.6,343.8,183.8,133.5,77.3,30.7,0.01,61.0,9.7,0.87,12.32,9.59,288.5,Very Poor,,0.0,-1.5882487101397587,False,-0.05946950918091398,False
2016-05-26,Delhi,99.3,576.1,45.6,149.9,19.4,42.9,6.64,17.8,97.8,12.31,4.3,4.5,318.7,Very Poor,,0.0,-1.0828138606980269,False,-0.05602593092457131,False
2016-05-27,Delhi,185.8,341.9,50.0,6.1,245.0,40.7,9.48,19.3,163.7,17.49,16.38,5.38,249.0,Very Poor,,0.0,-0.4730493631149056,False,-0.05934099111408131,False
2016-05-28,Delhi,246.5,142.3,114.1,52.7,66.7,31.9,0.71,91.2,104.6,4.86,6.57,7.51,471.9,Very Poor,,0.0,-0.045156819724206675,False,-0.06797637490076358,False
2016-05-29,Delhi,139.4,395.4,96.9,137.1,113.1,24.2,1.49,26.8,172.2,11.63,9.02,4.91,290.7,Moderate,,0.0,-0.800136908639262,False,-0.09647970254144578,False
2016-05-30,Delhi,430.7,527.4,9.4,149.1,28.8,23.9,2.28,47.6,144.4,0.25,26.59,4.5,234.7,Severe,,0.0,1.2533243416030873,False,-0.07506684493032117,False
2016-05-31,Delhi,281.4,354.0,171.2,63.4,108.1,1.3,8.86,76.1,76.4,5.46,0.11,4.62,99.4,Good,,0.0,0.20086376947406984,False,-0.11528387083948283,False
2016-06-01,Delhi,298.7,66.4,4.6,84.1,13.4,24.8,0.01,80.1,192.9,16.58,7.25,6.1,381.2,Poor,,0.0,0.32281666899069417,False,-0.058355135462768826,False
2016-06-02,Delhi,161.3,509.7,96.4,54.0,164.1,19.3,9.12,63.3,74.2,9.81,22.88,2.27,496.6,Severe,,0.0,-0.6457572265922058,False,-0.07573381163785353,False
2016-06-03,Delhi,411.7,227.8,95.6,80.0,44.5,11.8,9.48,40.0,179.1,8.86,13.43,2.39,389.8,Moderate,,0.0,1.1193876311513036,False,-0.1016377059481316,False
2016-06-04,Delhi,315.4,528.9,82.3,125.5,52.6,5.3,6.16,17.9,76.3,8.07,10.76,6.08,378.1,Poor,,0.0,0.44053998817726203,False,-0.10839610406605293,False
2016-06-05,Delhi,141.1,122.8,80.1,134.5,23.4,35.4,8.35,32.0,153.4,7.99,24.19,5.99,316.4,Very Poor,,0.0,-0.7881530977041025,False,-0.09050966550411144,False
2016-06-06,Delhi,293.2,130.9,1.2,8.5,51.2,23.1,8.86,56.2,51.1,15.55,7.96,1.33,434.4,Moderate,,0.0,0.2840455159651778,False,-0.07086271786360554,False
2016-06-07,Delhi,354.4,260.1,189.1,32.5,188.5,11.4,6.34,55.4,115.6,13.82,25.86,9.4,400.7,Moderate,,0.0,0.7154627096309236,False,-0.12909510618833236,False
2016-06-08,Delhi,134.5,530.2,174.7,115.9,156.9,5.9,3.03,71.8,116.5,15.64,2.44,9.25,106.8,Very Poor,,0.0,-0.8346784813347221,False,-0.1009303231532715,False
2016-06-09,Delhi,220.2,246.3,39.9,44.7,48.2,1.1,6.74,46.9,88.7,19.51,3.62,6.16,165.0,Very Poor,,0.0,-0.230553424191676,False,-0.1397911832315049,False
2016-06-10,Delhi,25.1,329.5,78.1,95.3,99.2,16.4,8.07,28.3,42.4,3.4,11.05,4.08,330.7,Poor,,0.0,-1.6058719615149935,False,-0.09829115856064757,False
2016-06-11,Delhi,303.1,354.7,151.6,54.0,190.4,45.4,3.11,31.5,131.2,3.26,4.11,3.69,355.7,Very Poor,,0.0,0.35383359141110754,False,-0.1399415968519216,False
2016-06-12,Delhi,77.5,235.4,192.6,77.1,164.2,40.2,9.14,32.5,70.1,7.29,13.83,2.31,211.9,Moderate,,0.0,-1.2364886126900736,False,-0.1040081258161637,False
2016-06-13,Delhi,273.7,87.7,90.8,147.2,225.5,2.8,0.39,63.2,24.7,17.17,19.61,5.7,489.4,Poor,,0.0,0.146584155238347,False,-0.044810032743026085,False
2016-06-14,Delhi,243.1,353.1,110.0,36.0,91.0,45.3,6.05,5.9,164.1,11.69,20.93,8.02,470.0,Severe,,0.0,-0.06912444159452594,False,-0.0880715913300239,False
2016-06-15,Delhi,407.6,590.7,126.7,144.2,232.3,36.9,2.45,84.8,197.1,1.84,17.11,0.8,289.8,Moderate,,0.0,1.0904854988959187,False,-0.031740138492917236,False
2016-06-16,Delhi,309.9,99.2,167.2,5.1,208.8,3.0,2.63,29.4,80.6,11.57,25.83,1.99,477.0,Moderate,,0.0,0.40176883515174566,False,-0.06833322921790008,False
2016-06-17,Delhi,376.1,279.1,28.3,107.6,172.9,0.0,2.16,3.4,9.7,13.43,10.8,6.0,52.1,Satisfactory,,0.0,0.8684325315679613,False,-0.07167876392137229,False
2016-06-18,Delhi,35.3,242.8,86.3,106.4,234.4,30.4,2.18,27.9,99.3,17.32,20.18,1.16,250.1,Satisfactory,,0.0,-1.5339690959040357,False,-0.11322205457724721,False
2016-06-19,Delhi,197.2,20.8,116.2,78.2,56.6,10.7,1.21,36.9,143.9,7.59,26.89,7.61,218.0,Severe,,0.0,-0.39268733684383544,False,-0.09838862965555256,False
2016-06-20,Delhi,390.9,495.5,192.9,84.5,69.3,42.4,8.72,69.9,48.2,14.99,9.35,7.65,84.7,Severe,,0.0,0.9727621797093505,False,-0.09080796070582103,False
2016-06-21,Delhi,234.3,327.2,27.4,131.7,106.7,16.6,2.01,81.9,156.0,5.97,14.02,5.69,396.3,Very Poor,,0.0,-0.13115828643535202,False,-0.10357564685255133,False
2016-06-22,Delhi,40.5,348.0,155.4,100.6,148.4,21.1,0.33,20.5,118.3,15.72,0.21,0.48,102.6,Satisfactory,,0.0,-1.4973127330435476,False,-0.0832457136276723,False
2016-06-23,Delhi,58.5,134.0,107.6,78.0,38.2,41.9,5.88,57.0,184.7,16.38,15.5,4.22,39.0,Poor,,0.0,-1.3704253231418575,False,-0.0832069830956863,False
2016-06-24,Delhi,303.7,322.1,20.2,68.4,105.5,14.7,4.75,90.0,93.0,1.18,21.35,7.05,316.1,Very Poor,,0.0,0.35806317174116364,False,-0.12953917018533262,False
2016-06-25,Delhi,128.6,592.7,172.5,75.9,174.9,26.4,3.42,23.5,127.5,5.9,0.25,5.05,273.4,Good,,0.0,-0.8762693545802761,False,-0.0916570570616046,False
2016-06-26,Delhi,57.9,79.3,150.9,115.2,93.9,43.9,9.55,48.2,168.1,19.58,23.3,4.27,335.1,Moderate,,0.0,-1.3746549034719138,False,-0.07597512823523056,False
2016-06-27,Delhi,440.3,491.8,191.0,77.7,69.9,14.9,9.24,88.3,44.4,7.69,21.22,8.87,311.3,Poor,,0.0,1.320997626883989,False,-0.08111169671058144,False
2016-06-28,Delhi,90.5,540.1,180.5,145.0,84.4,26.0,2.63,3.3,38.8,8.68,2.0,0.02,328.0,Poor,,0.0,-1.144847705538853,False,-0.04912456271626575,False
2016-06-29,Delhi,51.6,557.4,199.1,4.9,168.4,11.9,6.46,32.0,130.2,5.14,28.96,5.94,137.5,Very Poor,,0.0,-1.4190654969375054,False,-0.06454731288328408,False
2016-06-30,Delhi,85.2,278.1,6.6,5.0,36.5,39.3,6.05,57.0,70.3,3.82,25.26,6.49,379.2,Severe,,0.0,-1.182208998454351,False,-0.09237388965381793,False
2016-07-01,Delhi,274.1,502.1,104.0,80.7,44.1,33.2,2.08,66.0,137.2,2.18,7.27,9.08,236.2,Good,,0.0,0.1494038754583848,False,-0.1293787367165954,False
2016-07-02,Delhi,232.3,258.0,2.5,12.6,101.7,19.2,6.64,75.5,9.2,13.12,17.04,5.74,477.9,Moderate,,0.0,-0.1452568875355398,False,-0.06634862903484073,False
2016-07-03,Delhi,141.5,65.9,93.7,14.1,28.7,49.6,4.36,90.4,55.4,6.4,18.4,9.4,481.8,Severe,,0.0,-0.7853333774840648,False,-0.05913442470178809,False
2016-07-04,Delhi,258.7,507.5,67.4,60.8,82.6,6.2,2.86,5.6,50.0,6.92,3.38,5.44,41.1,Very Poor,,0.0,0.040844646986938675,False,-0.08506215369848846,False
2016-07-05,Delhi,202.7,364.8,89.0,83.8,91.3,4.1,3.52,79.9,3.4,0.44,25.01,8.64,207.8,Poor,,0.0,-0.353916183818319,False,-0.09815436607525985,False
2016-07-06,Delhi,417.2,342.4,185.2,123.7,48.6,1.5,6.46,42.2,112.7,12.01,15.2,8.04,169.4,Satisfactory,,0.0,1.15815878417682,False,-0.12376217740595474,False
2016-07-07,Delhi,477.4,600.0,157.4,87.6,88.0,14.9,0.07,20.3,165.2,1.36,7.91,2.93,110.6,Severe,,0.0,1.5825266772924718,False,-0.02844580459752699,False
2016-07-08,Delhi,170.2,134.5,52.3,100.9,220.9,3.5,1.8,12.4,151.0,18.61,24.34,0.07,230.4,Moderate,,0.0,-0.5830184516963703,False,-0.10635228284711562,False
2016-07-09,Delhi,343.1,94.4,57.2,105.3,151.3,36.6,1.77,43.6,6.5,2.04,19.79,5.76,208.4,Very Poor,,0.0,0.6358056134148631,False,-0.09611826802331414,False
2016-07-10,Delhi,15.2,409.6,23.4,33.3,114.3,9.6,6.5,44.7,120.5,12.24,12.13,2.92,360.8,Moderate,,0.0,-1.675660036960923,False,-0.09882924739600618,False
2016-07-11,Delhi,261.3,584.7,24.0,67.4,121.5,15.2,2.91,8.7,33.9,13.25,28.93,3.07,141.1,Good,,0.0,0.059172828417182945,False,-0.08856106518022683,False
2016-07-12,Delhi,236.0,378.2,43.0,16.9,86.3,48.2,4.15,58.9,159.4,13.37,24.37,8.82,161.1,Satisfactory,,0.0,-0.1191744755001925,False,-0.11978419336474838,False
2016-07-13,Delhi,259.3,568.9,133.7,145.6,149.9,1.9,2.54,17.2,193.0,2.86,1.83,3.66,43.3,Satisfactory,,0.0,0.04507422731699517,False,-0.01626069761296467,False
2016-07-14,Delhi,129.8,484.9,157.4,136.2,123.3,41.1,6.02,49.5,94.5,6.06,26.11,3.94,278.9,Poor,,0.0,-0.8678101939201633,False,-0.11291805454626913,False
2016-07-15,Delhi,107.3,185.9,47.9,131.2,178.3,20.4,9.15,45.0,80.0,10.28,14.16,0.46,387.8,Moderate,,0.0,-1.0264194562972757,False,-0.09329071802948186,False
2016-07-16,Delhi,336.7,564.4,190.4,96.8,209.1,38.7,6.53,51.8,102.9,19.51,15.24,5.89,421.0,Very Poor,,0.0,0.5906900898942619,False,-0.1195721419181906,False
2016-07-17,Delhi,58.0,522.7,73.7,85.1,83.8,9.1,3.32,18.5,125.7,18.79,12.98,9.63,29.2,Severe,,0.0,-1.3739499734169045,False,-0.08048974607295128,False
2016-07-18,Delhi,97.5,433.3,80.6,92.1,80.4,10.8,6.42,23.8,109.9,12.71,5.45,0.95,481.9,Satisfactory,,0.0,-1.095502601688196,False,-0.09850769395784298,False
2016-07-19,Delhi,383.8,372.8,170.4,5.9,83.8,12.1,0.77,58.9,131.6,15.18,3.13,8.37,46.2,Good,,0.0,0.9227121458036842,False,-0.06739814083281792,False
2016-07-20,Delhi,447.1,18.8,179.6,31.5,45.7,31.3,6.45,52.8,3.7,15.07,8.2,1.15,169.2,Severe,,0.0,1.3689328706246273,False,-0.07190708038487248,False
2016-07-21,Delhi,487.3,18.4,25.7,96.3,176.0,4.9,2.05,50.4,176.5,11.17,25.59,1.12,322.3,Satisfactory,,0.0,1.6523147527384017,False,-0.07242077202886621,False
2016-07-22,Delhi,62.1,15.3,30.7,73.6,57.0,33.5,7.75,54.4,70.7,7.93,9.16,7.29,83.0,Moderate,,0.0,-1.3450478411615197,False,-0.08287223484545997,False
2016-07-23,Delhi,31.2,204.9,113.5,60.8,80.6,29.2,8.55,1.0,0.2,8.6,27.06,6.64,218.8,Severe,,0.0,-1.5628712281594208,False,-0.04495349566011686,False
2016-07-24,Delhi,457.7,36.5,119.7,109.1,219.0,8.9,7.4,64.4,127.6,14.77,10.38,9.61,140.1,Severe,,0.0,1.4436554564556223,False,-0.1056862326428184,False
2016-07-25,Delhi,93.4,19.3,117.5,108.5,11.7,25.6,9.77,80.3,14.9,8.21,10.97,4.78,326.8,Severe,,0.0,-1.1244047339435808,False,-0.03977634280295528,False
2016-07-26,Delhi,28.7,3.4,27.5,148.0,32.7,16.6,1.2,16.1,117.0,17.29,20.66,8.19,401.6,Good,,0.0,-1.5804944795346554,False,-0.0254173194242997,False
2016-07-27,Delhi,226.0,19.2,57.1,42.9,156.2,3.6,0.4,61.0,101.0,9.16,12.61,0.82,375.1,Good,,0.0,-0.18966748100113137,False,-0.08584597767033247,False
2016-07-28,Delhi,364.1,401.5,121.1,11.9,102.0,28.5,5.72,20.5,131.2,17.12,17.98,9.86,160.6,Moderate,,0.0,0.7838409249668347,False,-0.1018741921672795,False
2016-07-29,Delhi,2.7,188.4,80.6,63.2,7.0,0.1,7.99,19.8,126.1,16.65,6.21,5.08,10.5,Poor,,0.0,-1.7637762938370967,False,-0.054182662622517475,False
2016-07-30,Delhi,22.8,347.2,91.0,9.7,212.8,36.1,0.97,44.8,60.2,16.63,2.75,7.95,107.3,Very Poor,,0.0,-1.6220853527802093,False,-0.06617021632342801,False
2016-07-31,Delhi,11.8,304.8,156.9,110.9,23.0,12.8,8.51,8.5,17.0,8.62,9.76,3.0,20.0,Poor,,0.0,-1.699627658831242,False,-0.03882376781625818,False
2016-08-01,Delhi,76.5,63.5,78.0,45.7,136.3,45.2,0.12,17.6,113.5,5.33,7.11,6.31,436.6,Very Poor,,0.0,-1.2435379132401676,False,-0.055301873652600086,False
2016-08-02,Delhi,191.1,218.7,29.8,141.8,232.4,13.8,1.03,59.8,123.8,5.07,23.79,3.64,203.8,Severe,,0.0,-0.4356880701994081,False,-0.09884434628300887,False
2016-08-03,Delhi,28.2,579.6,140.9,23.4,219.4,4.9,8.87,28.5,194.4,16.08,23.73,6.51,265.9,Satisfactory,,0.0,-1.5840191298097024,False,-0.02669197063211992,False
2016-08-04,Delhi,62.6,41.3,38.4,78.2,226.1,25.1,3.3,67.0,12.4,11.25,7.94,4.25,433.2,Moderate,,0.0,-1.3415231908864726,False,-0.06576316929206982,False
2016-08-05,Delhi,195.3,558.2,139.8,112.1,3.7,39.7,0.67,77.8,123.3,4.24,18.84,1.97,446.7,Severe,,0.0,-0.40608100788901363,False,-0.07336870636407883,False
2016-08-06,Delhi,392.6,323.6,93.2,84.8,62.6,25.9,9.32,13.9,117.3,3.4,22.51,4.2,437.2,Moderate,,0.0,0.9847459906445105,False,-0.08802278107822187,False
2016-08-07,Delhi,101.3,587.9,192.2,104.5,82.0,6.9,8.5,9.0,78.5,12.45,24.25,6.43,342.2,Good,,0.0,-1.068715259597839,False,-0.065507981712008,False
2016-08-08,Delhi,215.4,66.5,117.8,8.3,60.3,5.8,6.73,51.2,24.9,0.49,5.79,9.18,476.6,Severe,,0.0,-0.26439006683212657,False,-0.07036837063490908,False
2016-08-09,Delhi,357.6,189.5,11.1,7.8,217.2,10.4,3.23,25.2,39.9,15.3,25.65,5.51,278.5,Poor,,0.0,0.7380204713912244,False,-0.10209927389968904,False
